"SSB_Unfished","Totbio_Unfished","SmryBio_Unfished","Recr_Unfished","SSB_Btgt","SPR_Btgt","F_Btgt","TotYield_Btgt","SSB_SPR","F_SPR","TotYield_SPR","SSB_MSY","SPR_MSY","F_MSY","TotYield_MSY","Ret_Catch_MSY","max_grad","depletion","alt_sigma_r","last_yr_early","first_yr_full","last_yr_full","first_yr_recent","max_bias_adj","params_on_bound","params_stuck_low","params_stuck_high","NatM_uniform_Fem_GP_1","L_at_Amin_Fem_GP_1","L_at_Amax_Fem_GP_1","VonBert_K_Fem_GP_1","SD_young_Fem_GP_1","SD_old_Fem_GP_1","Wtlen_1_Fem_GP_1","Wtlen_2_Fem_GP_1","Mat50._Fem_GP_1","Mat_slope_Fem_GP_1","Eggs_scalar_Fem_GP_1","Eggs_exp_len_Fem_GP_1","CohortGrowDev","FracFemale_GP_1","SR_LN_R0","SR_BH_steep","SR_sigmaR","SR_regime","SR_autocorr","Early_InitAge_18","Early_InitAge_17","Early_InitAge_16","Early_InitAge_15","Early_InitAge_14","Early_InitAge_13","Early_InitAge_12","Early_InitAge_11","Early_InitAge_10","Early_InitAge_9","Early_InitAge_8","Early_InitAge_7","Early_InitAge_6","Early_InitAge_5","Early_InitAge_4","Early_InitAge_3","Early_InitAge_2","Early_InitAge_1","Early_RecrDev_1923","Early_RecrDev_1924","Early_RecrDev_1925","Early_RecrDev_1926","Early_RecrDev_1927","Early_RecrDev_1928","Early_RecrDev_1929","ForeRecr_2023","ForeRecr_2024","ForeRecr_2025","ForeRecr_2026","ForeRecr_2027","ForeRecr_2028","ForeRecr_2029","ForeRecr_2030","ForeRecr_2031","ForeRecr_2032","ForeRecr_2033","ForeRecr_2034","LnQ_base_WCGBTS_4","Q_base_env_5","Size_DblN_peak_North_1","Size_DblN_top_logit_North_1","Size_DblN_ascend_se_North_1","Size_DblN_descend_se_North_1","Size_DblN_start_logit_North_1","Size_DblN_end_logit_North_1","Size_DblN_peak_South_2","Size_DblN_top_logit_South_2","Size_DblN_ascend_se_South_2","Size_DblN_descend_se_South_2","Size_DblN_start_logit_South_2","Size_DblN_end_logit_South_2","Size_DblN_peak_WCGBTS_4","Size_DblN_top_logit_WCGBTS_4","Size_DblN_ascend_se_WCGBTS_4","Size_DblN_descend_se_WCGBTS_4","Size_DblN_start_logit_WCGBTS_4","Size_DblN_end_logit_WCGBTS_4","Size_DblN_peak_North_1_BLK1repl_1973","Size_DblN_peak_North_1_BLK1repl_1983","Size_DblN_peak_North_1_BLK1repl_1993","Size_DblN_peak_North_1_BLK1repl_2003","Size_DblN_peak_North_1_BLK1repl_2011","Size_DblN_peak_North_1_BLK1repl_2018","Size_DblN_ascend_se_North_1_BLK1repl_1973","Size_DblN_ascend_se_North_1_BLK1repl_1983","Size_DblN_ascend_se_North_1_BLK1repl_1993","Size_DblN_ascend_se_North_1_BLK1repl_2003","Size_DblN_ascend_se_North_1_BLK1repl_2011","Size_DblN_ascend_se_North_1_BLK1repl_2018","Size_DblN_peak_South_2_BLK1repl_1973","Size_DblN_peak_South_2_BLK1repl_1983","Size_DblN_peak_South_2_BLK1repl_1993","Size_DblN_peak_South_2_BLK1repl_2003","Size_DblN_peak_South_2_BLK1repl_2011","Size_DblN_peak_South_2_BLK1repl_2018","Size_DblN_ascend_se_South_2_BLK1repl_1973","Size_DblN_ascend_se_South_2_BLK1repl_1983","Size_DblN_ascend_se_South_2_BLK1repl_1993","Size_DblN_ascend_se_South_2_BLK1repl_2003","Size_DblN_ascend_se_South_2_BLK1repl_2011","Size_DblN_ascend_se_South_2_BLK1repl_2018","dead.B.._1","dead.B.._2","NLL_TOTAL","NLL_Catch","NLL_Equil_catch","NLL_Survey","NLL_Length_comp","NLL_Age_comp","NLL_Recruitment","NLL_InitEQ_Regime","NLL_Forecast_Recruitment","NLL_Parm_priors","NLL_Parm_softbounds","NLL_Parm_devs","NLL_Crash_Pen","Curr_Var_Adj_lcomp_flt_1_North","Curr_Var_Adj_lcomp_flt_2_South","Curr_Var_Adj_lcomp_flt_4_WCGBTS","Curr_Var_Adj_agecomp_flt_1_North","Curr_Var_Adj_agecomp_flt_2_South","Curr_Var_Adj_agecomp_flt_4_WCGBTS","version","RunTime","model_run","hessian","Niterations","ForeRecr_2035","ForeRecr_2036","ForeRecr_2037","ForeRecr_2038","ForeRecr_2039","ForeRecr_2040","ForeRecr_2041","ForeRecr_2042","ForeRecr_2043","ForeRecr_2044","ForeRecr_2045","ForeRecr_2046","iteration","scenario"
37.1924,48705.2,48206.6,18071.8,9.29811,0.296875,0.174341,3029.49,9.42208,0.172659,3028.47,8.96747,0.288541,0.178925,3030.66,3030.66,0.00422238,0.391588066379153,"needs_Hessian",1938.58,1980.68,2022.35,2022.97,0.9533,NA,NA,NA,0.164468,8.78603,47.3346,0.197086,1.07539,5.00403,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.80211,0.8,0.5,0,0,-0.00102175,-0.00119666,-0.00139953,-0.00163403,-0.00190479,-0.00221454,-0.0025676,-0.00296721,-0.00341591,-0.00391532,-0.00446578,-0.00506684,-0.00571977,-0.00643006,-0.00721241,-0.00808193,-0.0090481,-0.0101164,-0.0112921,-0.0125702,-0.0139693,-0.0155119,-0.0172284,-0.0191608,-0.0213961,0,0,0,0,0,0,0,0,0,0,0,0,-8.62448,1,55.8363,-15,4.92712,20,-999,-999,54.3626,-15,5.94655,20,-999,-999,55.0196,-15,5.87189,20,-999,-999,63.3362,56.7165,58.0874,65.6017,60.5957,64.2966,5.59357,5.33095,5.61196,5.79649,5.5161,5.61509,60.2035,57.1031,47.2491,55.8366,51.9395,55.0699,6.74291,5.658,4.2237,5.285,5.10199,5.28764,2311.57,1120.93,2190.32,0.000616978,0,-121.982,1256.53,1070.95,-15.1974,0,0,0.00344764,0.00477265,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",1.9,"em",FALSE,927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,"0.1"
45.813,56586.9,56136.8,15357.1,11.4532,0.296875,0.144226,2738.22,11.6059,0.142811,2738.66,11.7602,0.303157,0.1414,2738.81,2738.81,NA,0.443033636740663,NA,1935.3,2002,2015.7,2021.8,0,NA,NA,NA,0.141813,8.84618,47.6931,0.193447,1.31684,4.87428,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.63933,0.8,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.76744,1,61.2108,-15,5.261,20,-999,-999,54.2777,-15,5.96648,20,-999,-999,50.4841,-15,5.65368,20,-999,-999,61.5081,58.1804,57.0477,58.0381,58.267,58.4429,5.51139,5.3959,5.58417,5.48454,5.41558,5.28638,50.7367,48.9507,49.9245,50.8758,50.5432,51.3385,6.25412,5.26473,4.9369,4.98433,4.96723,4.91593,1827.81,923.837,204005000,203990000,0,2397.47,1464.57,11356,58.8564,1.05813e-30,1.36002,0.157426,0.0028945,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",0,"om",FALSE,2,0.503307,-0.2051,0.200678,-0.301715,-0.145244,0.203313,0.167076,0.285345,-0.194527,0.0026596,-0.203419,-0.0482492,66,"0.1"
49.8522,62165.3,61639.3,19689.8,12.463,0.296875,0.16211,3531.01,12.6292,0.160498,3529.32,11.7998,0.284402,0.168748,3534.09,3534.09,0.00179957,0.346574474145574,"needs_Hessian",1953.58,1973.11,2022.84,2022.97,0.9373,NA,NA,NA,0.154028,8.57982,48.1788,0.184777,1.49231,4.95587,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.88785,0.8,0.5,0,0,0.000214271,0.000247945,0.000286436,0.000330224,0.000380537,0.000437618,0.000501687,0.000573314,0.000652773,0.000740168,0.000835384,0.000938176,0.00104829,0.00116559,0.00129243,0.00142918,0.00157617,0.00173319,0.00190074,0.00207852,0.00227312,0.00249956,0.00278471,0.00318051,0.00378066,0,0,0,0,0,0,0,0,0,0,0,0,-9.04952,1,52.1858,-15,4.73653,20,-999,-999,61.2426,-15,6.45414,20,-999,-999,48.0899,-15,5.53953,20,-999,-999,61.0364,54.9232,50.573,56.3397,56.6129,56.1094,5.4759,5.29829,5.30124,5.44011,5.38687,5.18835,62.6943,49.3261,65.7859,52.1517,50.8935,50.4727,6.67931,5.30658,5.63034,5.15839,5.10703,4.96589,2466.47,1194.19,2154.96,0.000144573,0,-114.977,1199.22,1082.84,-12.1748,0,0,0.0433883,0.00336764,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",2.98333333333333,"em",FALSE,1086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,"0.1"
45.813,56586.9,56136.8,15357.1,11.4532,0.296875,0.144226,2738.22,11.6059,0.142811,2738.66,11.7602,0.303157,0.1414,2738.81,2738.81,NA,0.471988300264117,NA,1935.3,2002,2015.7,2021.8,0,NA,NA,NA,0.141813,8.84618,47.6931,0.193447,1.31684,4.87428,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.63933,0.8,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.82096,1,61.2108,-15,5.261,20,-999,-999,54.2777,-15,5.96648,20,-999,-999,50.4841,-15,5.65368,20,-999,-999,61.5081,58.1804,57.0477,58.0381,58.267,58.4429,5.51139,5.3959,5.58417,5.48454,5.41558,5.28638,50.7367,48.9507,49.9245,50.8758,50.5432,51.3385,6.25412,5.26473,4.9369,4.98433,4.96723,4.91593,2086.42,1006.45,212173000,212158000,0,2210.09,1472.02,11397.2,59.4328,1.05813e-30,3.84365,0.157426,0.0028945,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",0.0166666666666667,"om",FALSE,2,-0.342621,0.39637,-0.0392226,-0.621262,0.0202406,-0.7893,0.190335,-0.172729,-0.465575,-0.464397,-0.371368,-0.00379088,67,"0.1"
47.8725,59990.6,59486.4,16946,11.9681,0.296875,0.166472,3462.71,12.1277,0.164817,3461.36,11.466,0.287043,0.171815,3464.6,3464.6,0.0135463,0.237541385973158,"needs_Hessian",1934.66,1981.35,2022.02,2022.13,0.9546,NA,NA,NA,0.143963,8.9719,47.3291,0.198658,0.947992,5.02081,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.73779,0.8,0.5,0,0,-0.00275292,-0.00316187,-0.00362735,-0.00415554,-0.00475214,-0.00542443,-0.00617717,-0.00701517,-0.00794176,-0.00895847,-0.0100649,-0.0112593,-0.0125421,-0.0139232,-0.015424,-0.0170669,-0.0188636,-0.0208175,-0.0229252,-0.0251755,-0.0275837,-0.0301719,-0.0329558,-0.0359406,-0.0391547,0,0,0,0,0,0,0,0,0,0,0,0,-8.76152,1,63.8816,-15,5.62225,20,-999,-999,56.3814,-15,6.13294,20,-999,-999,50.7766,-15,5.6803,20,-999,-999,71.2095,53.0389,57.7915,62.424,60.7282,58.3925,5.92664,5.05331,5.64636,5.67315,5.56075,5.20728,47.095,47.1903,50.6232,50.7221,52.1773,53.4628,5.92647,5.22335,5.18464,4.90193,5.17087,5.06585,2280.19,1085.06,2213.59,0.00332613,0,-104.68,1224.25,1102.87,-8.98426,0,0,0.131366,0.00447016,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",3.31666666666667,"em",FALSE,1375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,"0.1"
45.813,56586.9,56136.8,15357.1,11.4532,0.296875,0.144226,2738.22,11.6059,0.142811,2738.66,11.7602,0.303157,0.1414,2738.81,2738.81,NA,0.335011896186672,NA,1935.3,2002,2015.7,2021.8,0,NA,NA,NA,0.141813,8.84618,47.6931,0.193447,1.31684,4.87428,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.63933,0.8,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.81229,1,61.2108,-15,5.261,20,-999,-999,54.2777,-15,5.96648,20,-999,-999,50.4841,-15,5.65368,20,-999,-999,61.5081,58.1804,57.0477,58.0381,58.267,58.4429,5.51139,5.3959,5.58417,5.48454,5.41558,5.28638,50.7367,48.9507,49.9245,50.8758,50.5432,51.3385,6.25412,5.26473,4.9369,4.98433,4.96723,4.91593,1360.78,697.572,209354000,209339000,0,2794.76,1479.87,11287.1,51.221,1.05813e-30,4.55818,0.157426,0.0028945,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",0.0166666666666667,"om",FALSE,2,0.225098,0.146144,-0.100744,-0.389669,-0.212492,-0.593701,-0.150603,0.325922,-0.0444692,-1.21815,-0.0326643,0.177759,68,"0.1"
45.2237,57021.4,56534.6,16041.6,11.3059,0.296875,0.164629,3250.94,11.4567,0.162997,3249.86,10.912,0.288708,0.168989,3252.16,3252.16,9.76188e-05,0.348898918045184,"needs_Hessian",1952.86,1972.55,2022,2022.38,0.9407,NA,NA,"Size_DblN_peak_North(1);Size_DblN_peak_South(2)_BLK1repl_1993",0.14238,9.04055,47.0963,0.1972,1.28001,4.98536,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.68294,0.8,0.5,0,0,4.93096e-05,5.67003e-05,6.51932e-05,7.4974e-05,8.54462e-05,9.76225e-05,0.000111286,0.000126651,0.000143856,0.000163108,0.000184659,0.00020904,0.0002359,0.000267298,0.000304684,0.00035061,0.000408338,0.000481916,0.000576619,0.000697678,0.000850916,0.00104025,0.00126215,0.00149772,0.0016994,0,0,0,0,0,0,0,0,0,0,0,0,-8.53443,1,74.9602,-15,5.89655,20,-999,-999,66.993,-15,6.55163,20,-999,-999,55.109,-15,5.9345,20,-999,-999,70.9488,55.4003,57.9793,59.375,62.2344,58.686,5.91986,5.26295,5.63433,5.53932,5.62707,5.30689,62.3483,48.1528,74.8258,50.7232,53.4945,55.5908,6.70023,5.2123,6.06123,5.00232,5.18981,5.26461,2556.76,1230.35,2146.62,0.00288126,0,-121.489,1240.19,1032.66,-4.91386,0,0,0.150283,0.0159807,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",9.01666666666667,"em",FALSE,3793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,"0.1"
45.813,56586.9,56136.8,15357.1,11.4532,0.296875,0.144226,2738.22,11.6059,0.142811,2738.66,11.7602,0.303157,0.1414,2738.81,2738.81,NA,0.339942810992513,NA,1935.3,2002,2015.7,2021.8,0,NA,NA,NA,0.141813,8.84618,47.6931,0.193447,1.31684,4.87428,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.63933,0.8,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.69181,1,61.2108,-15,5.261,20,-999,-999,54.2777,-15,5.96648,20,-999,-999,50.4841,-15,5.65368,20,-999,-999,61.5081,58.1804,57.0477,58.0381,58.267,58.4429,5.51139,5.3959,5.58417,5.48454,5.41558,5.28638,50.7367,48.9507,49.9245,50.8758,50.5432,51.3385,6.25412,5.26473,4.9369,4.98433,4.96723,4.91593,1597.57,749.344,208090000,208074000,0,2767.36,1466.44,11467.3,75.5213,1.05813e-30,4.24175,0.157426,0.0028945,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",0,"om",FALSE,2,0.503118,0.011862,0.137742,-0.124184,0.159329,-0.764472,0.18194,-0.454435,-0.00783429,-0.713407,0.279058,-0.630008,69,"0.1"
41.4986,54146.5,53671.5,18048.5,10.3747,0.296875,0.169953,3226.27,10.513,0.168283,3225.1,9.9762,0.287873,0.174881,3227.72,3227.72,0.000201172,0.263729378822418,"needs_Hessian",1939.47,1979.15,2022.2,2023,0.9486,NA,NA,"Size_DblN_peak_South(2)_BLK1repl_1993",0.153939,8.12799,46.7343,0.208176,1.48561,4.81112,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.80082,0.8,0.5,0,0,-0.00186987,-0.00217017,-0.00251597,-0.00291281,-0.0033664,-0.00388305,-0.00446818,-0.00512678,-0.00586243,-0.00667707,-0.00757035,-0.00854012,-0.00958577,-0.0107162,-0.0119552,-0.0133308,-0.0148621,-0.0165577,-0.0184214,-0.0204499,-0.0226657,-0.0250891,-0.027729,-0.030579,-0.0336462,0,0,0,0,0,0,0,0,0,0,0,0,-8.3804,1,58.3729,-15,5.24184,20,-999,-999,44.9745,-15,5.51769,20,-999,-999,60.1712,-15,6.09478,20,-999,-999,58.6365,62.0112,62.6296,62.535,71.712,71.7886,5.40443,5.55902,5.85687,5.70058,5.9517,5.81833,49.4815,51.4332,74.6074,56.8384,53.8619,54.1407,6.22422,5.31716,5.90929,5.36405,5.25014,5.25573,1869.85,906.839,2326.79,0.000489209,0,-109.375,1254.85,1197.59,-16.3372,0,0,0.0439422,0.0122414,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",2.11666666666667,"em",FALSE,937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,"0.1"
45.813,56586.9,56136.8,15357.1,11.4532,0.296875,0.144226,2738.22,11.6059,0.142811,2738.66,11.7602,0.303157,0.1414,2738.81,2738.81,NA,0.392794621613952,NA,1935.3,2002,2015.7,2021.8,0,NA,NA,NA,0.141813,8.84618,47.6931,0.193447,1.31684,4.87428,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.63933,0.8,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.79785,1,61.2108,-15,5.261,20,-999,-999,54.2777,-15,5.96648,20,-999,-999,50.4841,-15,5.65368,20,-999,-999,61.5081,58.1804,57.0477,58.0381,58.267,58.4429,5.51139,5.3959,5.58417,5.48454,5.41558,5.28638,50.7367,48.9507,49.9245,50.8758,50.5432,51.3385,6.25412,5.26473,4.9369,4.98433,4.96723,4.91593,1703.23,833.527,204045000,204030000,0,2249.37,1469.85,11213.8,58.9233,1.05813e-30,2.27322,0.157426,0.0028945,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",0.0166666666666667,"om",FALSE,2,-0.715099,0.316842,0.148773,-0.0859888,-0.278735,-0.0153537,-0.267236,-0.194928,-0.0718995,-0.425023,-0.165343,-0.307952,70,"0.1"
40.7335,52727.7,52220,19638.7,10.1834,0.296875,0.179605,3392.53,10.3192,0.177855,3390.92,9.64874,0.28457,0.186705,3395.42,3395.42,0.00203679,0.262454736273583,"needs_Hessian",1937.42,1980.59,2022.01,2022.12,0.9494,NA,NA,NA,0.165508,8.39296,47.6853,0.193301,1.43312,5.01929,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.88526,0.8,0.5,0,0,-7.15801e-05,-8.3979e-05,-9.84354e-05,-0.00011517,-0.000134398,-0.00015658,-0.000181901,-0.000210661,-0.000243159,-0.000279535,-0.000319889,-0.000364579,-0.000413449,-0.000467227,-0.000527336,-0.000595441,-0.000672386,-0.000758561,-0.000853063,-0.000951985,-0.00104966,-0.0011345,-0.00118432,-0.00116124,-0.00100698,0,0,0,0,0,0,0,0,0,0,0,0,-8.78929,1,55.8271,-15,5.10996,20,-999,-999,51.1357,-15,6.00883,20,-999,-999,51.6139,-15,5.76447,20,-999,-999,60.1278,56.2984,57.2188,63.156,57.0039,60.2067,5.52912,5.36218,5.67738,5.73251,5.37374,5.34549,52.2133,43.2762,57.7327,51.4244,50.5798,54.6765,6.32845,4.74824,5.73553,5.01989,4.99039,5.10796,1574.6,762.405,2206.33,0.000155486,0,-114.452,1251.45,1085.87,-16.5411,0,0,0.00196543,0.00317132,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",1.38333333333333,"em",FALSE,919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,"0.1"
45.813,56586.9,56136.8,15357.1,11.4532,0.296875,0.144226,2738.22,11.6059,0.142811,2738.66,11.7602,0.303157,0.1414,2738.81,2738.81,NA,0.335642721498265,NA,1935.3,2002,2015.7,2021.8,0,NA,NA,NA,0.141813,8.84618,47.6931,0.193447,1.31684,4.87428,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.63933,0.8,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.76824,1,61.2108,-15,5.261,20,-999,-999,54.2777,-15,5.96648,20,-999,-999,50.4841,-15,5.65368,20,-999,-999,61.5081,58.1804,57.0477,58.0381,58.267,58.4429,5.51139,5.3959,5.58417,5.48454,5.41558,5.28638,50.7367,48.9507,49.9245,50.8758,50.5432,51.3385,6.25412,5.26473,4.9369,4.98433,4.96723,4.91593,1289.9,703.429,204509000,204494000,0,2297.7,1472.52,11292.6,50.4901,1.05813e-30,7.6701,0.157426,0.0028945,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",0.0166666666666667,"om",FALSE,2,0.0655274,0.0271784,0.0727636,-0.131158,-0.933752,0.723435,1.12623,-0.499787,0.0198241,-0.747754,-0.159616,0.555952,71,"0.1"
46.5437,58159.7,57626.6,17826.6,11.6359,0.296875,0.163888,3329.98,11.7911,0.162252,3328.3,10.9788,0.283639,0.171046,3333.26,3333.26,9.44729e-05,0.242140182237338,"needs_Hessian",1939.99,1978.66,2022.07,2022.96,0.9467,NA,NA,NA,0.151909,9.16228,47.9496,0.18915,1.13502,5.06556,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.78845,0.8,0.5,0,0,-0.00127201,-0.00147142,-0.00169985,-0.00196071,-0.00225714,-0.00259353,-0.00297222,-0.00339612,-0.00386727,-0.00438654,-0.00495374,-0.00556774,-0.0062291,-0.0069435,-0.00772438,-0.00858796,-0.00954523,-0.0106018,-0.0117619,-0.0130215,-0.0143958,-0.0158995,-0.0175426,-0.0193339,-0.0212993,0,0,0,0,0,0,0,0,0,0,0,0,-8.89113,1,63.332,-15,5.43372,20,-999,-999,47.2802,-15,5.74495,20,-999,-999,51.1289,-15,5.67238,20,-999,-999,69.9113,52.9923,50.6434,60.2361,57.7766,56.7535,5.8594,5.2416,5.21289,5.60171,5.4505,5.20101,58.0598,51.0479,49.3536,46.2435,50.5596,49.7999,6.58268,5.51538,4.96234,4.64147,4.99977,4.82499,1960.51,933.642,2258.39,2.80659e-05,0,-112.273,1210.51,1173.21,-13.1271,0,0,0.0575517,0.00366733,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",2.63333333333333,"em",FALSE,1083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,"0.1"
45.813,56586.9,56136.8,15357.1,11.4532,0.296875,0.144226,2738.22,11.6059,0.142811,2738.66,11.7602,0.303157,0.1414,2738.81,2738.81,NA,0.351858642743326,NA,1935.3,2002,2015.7,2021.8,0,NA,NA,NA,0.141813,8.84618,47.6931,0.193447,1.31684,4.87428,2.035e-06,3.478,35.45,-0.48921,3.2e-11,4.55,1,0.5,9.63933,0.8,0.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.86922,1,61.2108,-15,5.261,20,-999,-999,54.2777,-15,5.96648,20,-999,-999,50.4841,-15,5.65368,20,-999,-999,61.5081,58.1804,57.0477,58.0381,58.267,58.4429,5.51139,5.3959,5.58417,5.48454,5.41558,5.28638,50.7367,48.9507,49.9245,50.8758,50.5432,51.3385,6.25412,5.26473,4.9369,4.98433,4.96723,4.91593,1511.58,740.854,208259000,208244000,0,2308.31,1478.79,11333.3,64.6949,1.05813e-30,5.33417,0.157426,0.0028945,0,0,1,1,1,1,1,1,"3.30.22.1;_safe;_compile_date:_Jan 30 2024;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_13.1",0.0166666666666667,"om",FALSE,2,0.0692814,-0.304008,-0.186102,-0.0272687,-1.11127,-0.189782,-0.257089,-0.388067,-0.47457,-0.277088,-0.790876,-0.345509,72,"0.1"
